catalog,Taxon_Upham_style,Genus_species,Sex,TotL,Tail,mass_g,Fl,Fdw,Fsw,Tl,Tpw,Tmw,Hl,Hdw,Hpw,Hsw,Ul,Uol,Rl,Mcl,Ppl,Mtl,Pppl,MANUS,HRI,HPI,HEB,OLI,BI,IM,PRTI,FRI,FEB,CI,TRI,PES,log_Mass,pred_data,Mass_grams,Mass_source,Loc_mode_Categorical,Loc_mode_Ordinal,Loc_Ord,Loc_Ord2,Loc_mode_Binary,Loc_bin,Loc_mode_source
UWBM82557,Brachylagus_idahoensis_LEPORIDAE_LAGOMORPHA,Brachylagus_idahoensis,NA,NA,NA,NA,0.618056365,0.263086727,0.377794927,0.643777667,0.23218965,0.434051188,0.644263319,-0.286993078,0.151316878,0.091595565,0.326129384,0.19821351,0.429627101,0.897538534,0.634182078,0.874892894,1.006459676,-0.881911285,-0.982936588,-0.608800672,-1.527771879,-0.348656511,-1.210491353,-0.843271476,0.912314791,-0.692117771,-1.20237039,-0.027401121,-0.503479842,0.174341456,0.364463391,F,389,UWBM specimen label,Sal,T,T,T,Ground,0,ADW
UWBM60066,Ochotona_princeps_OCHOTONIDAE_LAGOMORPHA,Ochotona_princeps,NA,NA,NA,NA,-0.149980114,-0.131039461,-0.009823211,-0.271448817,-0.203967973,-0.044159612,0.091529178,-0.313214582,-0.083318853,-0.108756286,-0.458985482,-0.085731791,-0.431301834,0.22965778,-0.307544388,-0.331064164,0.070427689,-1.37548622,-0.481253446,-0.075008709,-0.861859768,0.641631062,-2.340123472,0.024835099,0.897081044,0.334807798,-0.039737996,-0.351317045,0.349998995,0.793923269,-0.062982734,F,162,UWBM specimen label,Sf,Is,Is,B,Ground,0,ADW
NMNH399312,Elephantulus_rufescens_MACROSCELIDIDAE_MACROSCELIDEA,Elephantulus_rufescens,NA,NA,NA,NA,-0.36070734,-0.472576196,-0.276286472,-0.160279328,-0.471198369,-0.40103855,-0.410439262,-0.880793719,-0.699947063,-0.441187664,-1.008980977,-0.2001399,-0.316033578,-0.456352456,-0.773289063,0.241031468,-0.61670385,-0.873550999,-0.230144745,-0.35130664,-0.994311801,1.843646736,0.585360599,-2.234132007,-0.376314939,0.113709071,-0.53930124,1.307428926,-0.890026987,-1.481945346,-0.610214174,F,52.78,PanTheria,T,T,T,T,Ground,0,ADW
NMNH241593,Petrodromus_tetradactylus_MACROSCELIDIDAE_MACROSCELIDEA,Petrodromus_tetradactylus,NA,NA,NA,NA,0.188400409,0.095492875,0.198545414,0.441619586,0.045066802,0.070737225,0.097642698,-0.410689331,-0.132798172,-0.198863681,-0.248714723,0.016666448,0.396326507,0.318235641,-0.44209864,0.918062547,0.164537971,-1.760685452,-0.650290033,-0.18669146,-1.020148037,0.40327598,1.679226244,-2.001527706,0.059486716,-0.035358826,-0.407211817,1.307275724,-0.968146019,-1.342530738,0.04227478,F,201,PanTheria,T,T,T,T,Ground,0,ADW
UWBM78644,Dromiciops_gliroides_MICROBIOTHERIIDAE_MICROBIOTHERIA,Dromiciops_gliroides,NA,NA,NA,NA,-0.776873431,-0.919292278,-0.867316421,-0.817025125,-1.206423848,-0.794217392,-0.793689264,-0.63690749,-0.985404457,-0.816555609,-0.698385391,-1.065543574,-0.570987576,-1.120498374,-0.55000023,-1.537686663,-0.681919375,1.966922207,-0.27528759,-0.203716045,0.170526338,-0.805206774,1.458794689,0.080980523,-1.088851865,-0.476205803,-0.690829065,0.289157793,-0.501353616,2.159131515,-0.894082001,F,29.5,UWBM specimen label,A,A,A,A,Tree,1,ADW
AMNH179983,Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA,Ornithorhynchus_anatinus,NA,NA,NA,NA,-0.185807634,0.841903595,0.77826634,0.12551179,0.476603141,0.879565342,0.148749213,1.600673492,1.032743799,1.165610028,0.337629748,0.977927391,0.073882562,0.312508792,0.681511455,NA,NA,0.956143146,3.321941429,3.336497215,5.720991446,1.487221619,-0.449898066,1.428054028,0.407165756,4.273864148,5.749557907,1.834612782,2.82258972,NA,1.017885793,F,1484.25,PanTheria,Aq,Ss,Ss,B,Ground,0,ADW
NMNH238451,Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA,Ornithorhynchus_anatinus,NA,NA,NA,NA,-0.071304092,0.958387625,0.866406344,0.216079782,0.744281252,1.125572809,0.168485955,1.602882077,1.124034649,1.233090731,0.34903843,0.849068751,0.044371939,0.520753771,0.841419449,NA,NA,0.759837262,3.567422946,3.689320109,5.610349079,1.072479588,-0.693674709,0.901347878,1.060290915,4.141200795,5.798655747,1.634829301,3.779611491,NA,1.017885793,F,1484.25,PanTheria,Aq,Ss,Ss,B,Ground,0,ADW
NMNH22992,Zaglossus_bruijnii_TACHYGLOSSIDAE_MONOTREMATA,Zaglossus_bruijnii,NA,NA,NA,NA,1.242687328,2.073821748,2.804665152,1.12442304,1.616553135,1.617400908,1.379784444,2.748866929,2.220209638,2.481126705,1.492308919,1.477038238,1.441201475,0.259837568,0.415821478,NA,NA,0.270337008,4.276598521,3.440566081,5.503605776,-0.039276889,-0.047335795,1.484592968,-1.977982384,9.973522175,4.602202727,-0.890761039,2.304256148,NA,1.894721174,F,8951.71,PanTheria,Sf,Is,Is,B,Ground,0,ADW
AMNH150101,Ornithorhynchus_anatinus_ORNITHORHYNCHIDAE_MONOTREMATA,Ornithorhynchus_anatinus,NA,NA,NA,NA,-0.315449623,0.880299245,0.632108342,0.023283316,0.415136572,0.559250288,0.029814277,1.433735145,0.889278361,0.927273809,0.20687881,0.494081552,0.004220386,0.265792984,0.51465129,NA,NA,0.55901441,2.724604342,3.192514987,5.376525789,0.502002095,-0.173578554,1.335776595,0.539938326,4.125868625,7.185985982,2.068427952,1.698687869,NA,1.017885793,F,1484.25,PanTheria,Aq,Ss,Ss,B,Ground,0,ADW
MCZ28158,Notoryctes_typhlops_NOTORYCTIDAE_NOTORYCTEMORPHIA,Notoryctes_typhlops,NA,NA,NA,NA,-1.138406424,-0.368719987,-0.084126054,-1.571462248,-0.88151611,-0.063308823,-0.898159025,0.693278324,-0.45807683,0.236246608,-1.072635905,0.759590803,-1.5658127,-1.828938261,-1.244306322,-1.869212662,-2.327226275,2.156564847,3.494624677,1.382033245,6.392685878,6.971990985,-2.68521804,1.928793924,-1.431855299,4.553487417,3.599055237,-1.219565314,5.940557092,-1.00733903,-0.590109737,F,55,PanTheria,F,Ss,Ss,B,Ground,0,ADW
FMNH18604,Caenolestes_fuliginosus_CAENOLESTIDAE_PAUCITUBERCULATA,Caenolestes_fuliginosus,NA,NA,NA,NA,-1.154108457,-0.934599124,-1.059174289,-0.840054525,-1.222774904,-0.837717823,-0.883949163,-0.948079019,-1.062258347,-0.823141846,-0.85770254,-1.159962052,-0.841149519,-0.795708043,-0.800389302,-0.661623614,-0.718639522,-0.065060991,-0.117462914,-0.186747242,-0.321836406,-0.719615884,0.418942433,0.343615606,-0.030559824,0.019586071,0.634288729,2.407471921,-0.563414235,-0.283905877,-0.908518796,F,28.64,PanTheria,A,A,A,A,Tree,1,Wiki
FMNH172052,Lestoros_inca_CAENOLESTIDAE_PAUCITUBERCULATA,Lestoros_inca,NA,NA,NA,NA,-1.087702615,-0.893343815,-0.990266833,-0.804475025,-1.418987667,-0.721287631,-0.945549943,-0.750441898,-1.019967526,-0.679812231,-0.845194111,-0.888076216,-0.799058494,-0.727708471,-0.704989194,-0.637243412,-0.683587598,0.003580179,0.343795676,0.02023473,0.24832733,-0.287699354,1.034064804,-0.033905607,0.167690931,0.038155562,0.536239556,2.180712023,-0.335228629,-0.261927489,-1.014050885,F,23.07,PanTheria,T,T,T,T,Ground,0,ADW
FMNH22423,Rhyncholestes_raphanurus_CAENOLESTIDAE_PAUCITUBERCULATA,Rhyncholestes_raphanurus,NA,NA,NA,NA,-1.048012687,-0.928625128,-0.881464247,-0.853693414,-1.151496676,-0.710436556,-0.873532816,-0.50849049,-0.823056549,-0.581724576,-0.733534845,-0.446225187,-0.738309682,-1.209730426,-0.984788654,-0.868281024,-0.788675321,0.685169586,0.424053482,0.309827812,0.700710594,0.404983331,0.946954135,0.564792753,-1.031693069,0.271385682,0.23188374,1.639837506,-0.18948828,-0.009323332,-1.038557109,F,21.94,PanTheria,Sf,Is,Is,B,Ground,0,Wiki
MVZ138479,Echymipera_kalubu_PERAMELIDAE_PERAMELEMORPHIA,Echymipera_kalubu,NA,NA,NA,NA,0.397560033,0.768535715,0.801514674,0.064953771,0.457262339,1.087793968,0.229437958,0.518853501,0.35861014,0.632420057,0.133933755,0.625638129,-0.025171728,0.441026665,0.13790625,0.114146457,0.467444142,-0.926324825,0.97404152,0.652497324,0.614979927,1.022831531,-1.30118539,-0.421616696,0.796099922,1.453237448,1.595701453,-1.392949763,4.338141393,0.686088748,0.731409568,F,825.16,PanTheria,T,T,T,T,Ground,0,ADW
NMNH238438,Isoodon_macrourus_PERAMELIDAE_PERAMELEMORPHIA,Isoodon_macrourus,NA,NA,NA,NA,1.218326152,1.205535079,1.293225287,1.077086291,0.986119696,1.376433876,0.974010141,1.035029444,0.879849407,0.919125212,0.933650782,1.725637213,0.773437241,0.933254801,0.178485022,1.02421021,1.306128957,-1.792519794,-0.050725538,0.201932638,0.113043709,2.079691026,-1.215971807,-1.039718977,0.069047794,0.346478947,0.020109537,-0.971618787,1.404066172,0.542926441,1.024909904,F,1505.77,PanTheria,T,T,T,T,Ground,0,ADW
FMNH98899,Isoodon_obesulus_PERAMELIDAE_PERAMELEMORPHIA,Isoodon_obesulus,NA,NA,NA,NA,0.62738562,0.574502228,0.754855146,0.36640547,0.46285369,0.785786309,0.420953926,0.345512293,0.210398283,0.263729432,0.301744728,0.837762155,0.225370381,0.545225847,0.013404134,0.014301274,0.135982058,-1.390149488,-0.350991514,-0.112324218,-0.237259155,1.1692728,-1.079408763,-0.824682873,0.472242634,0.425787361,-0.208100495,-1.211283573,1.434278213,0.117605468,0.731172969,F,824.76,PanTheria,Sf,Is,Is,B,Ground,0,Wiki
FMNH160056,Perameles_gunnii_PERAMELIDAE_PERAMELEMORPHIA,Perameles_gunnii,NA,NA,NA,NA,0.86874414,1.040016325,1.062414617,0.844795354,0.831398498,1.176136032,0.727833746,0.50146813,0.481444057,0.546555706,0.752622508,0.893383523,0.675562454,1.039885383,0.373321764,0.717150327,0.224523552,-1.659613712,-0.350648557,-0.151770609,-0.509737899,0.220414477,-0.471062341,-0.672719702,0.877089845,0.707747508,0.729191362,-0.353353178,1.384087624,-0.991141861,0.775645503,F,903.46,PanTheria,Sf,Is,Is,B,Ground,0,Wiki
UWBM41987,Perameles_nasuta_PERAMELIDAE_PERAMELEMORPHIA,Perameles_nasuta,NA,NA,NA,NA,0.820989334,0.838606574,1.006904142,0.657501606,0.624570375,0.947192989,0.592507046,0.610764392,0.421354061,0.635844171,0.599531524,1.255270862,0.495841107,0.816239065,0.061761642,NA,NA,-1.784409712,0.101796517,-0.011673423,-0.020283861,1.571993083,-0.656500333,-0.821249585,0.652047644,0.670218892,0.084800651,-0.909121101,1.099141114,NA,0.665063836,F,720.26,PanTheria,Sf,Is,Is,B,Ground,0,Wiki
UWBM35451,Tamandua_mexicana_MYRMECOPHAGIDAE_PILOSA,Tamandua_mexicana,NA,NA,NA,NA,1.407045624,1.502305259,1.908517509,1.19590856,1.390447449,1.462662979,1.687725087,2.272615854,1.648662069,2.269221945,1.609725955,2.167329225,1.508134474,NA,NA,NA,NA,NA,1.967354786,0.421944036,1.726925623,1.40352364,-1.269265425,2.090421025,NA,2.127222716,0.482105362,-1.304319936,1.347685168,NA,1.522948135,F,4178.51,PanTheria,Sf,Sf,Sf,B,Ground,0,ADW
UWBM34186,Tamandua_mexicana_MYRMECOPHAGIDAE_PILOSA,Tamandua_mexicana,NA,NA,NA,NA,1.453805413,1.669833254,1.957337364,1.286313627,1.41268475,1.679399145,1.761441245,2.396398245,1.570841851,2.45910566,1.659782427,2.005396216,1.570298263,1.801681945,NA,1.037172533,NA,NA,2.453817452,0.080041992,1.920989836,0.80826342,-1.334332685,2.060293936,0.338075119,2.14848049,1.022457077,-1.15883609,1.955116875,NA,1.522948135,F,4178.51,PanTheria,Sf,Sf,Sf,B,Ground,0,ADW
UWBM77859,Tamandua_tetradactyla_MYRMECOPHAGIDAE_PILOSA,Tamandua_tetradactyla,NA,NA,NA,NA,1.457902862,1.804186783,2.074696185,1.279515976,1.447237812,1.671415332,1.802993608,2.37707598,1.712695799,2.336654025,1.6774479,2.271059823,1.549996854,NA,NA,NA,NA,NA,1.822571365,0.313261522,1.704938919,1.524495692,-1.603916677,2.276355137,NA,2.721730603,1.656708761,-1.201185156,1.944786798,NA,1.61052905,F,5000,UWBM specimen label,Sf,Sf,Sf,B,Ground,0,ADW
UWBM77642,Tamandua_tetradactyla_MYRMECOPHAGIDAE_PILOSA,Tamandua_tetradactyla,NA,NA,NA,NA,1.416780834,1.832769307,2.043914326,1.244576838,1.581033565,1.692067942,1.732546533,2.400288238,1.736929828,2.293919272,1.6673409,2.027541119,1.51471192,NA,NA,NA,NA,NA,1.904812718,0.536340475,2.040478358,0.847639386,-1.442932836,2.257888936,NA,2.765559074,2.014966788,-1.163167709,2.177538121,NA,1.72330271,F,6300,UWBM specimen label,Sf,Sf,Sf,B,Ground,0,ADW
NMNH582737,Callimico_goeldii_CALLITRICHIDAE_PRIMATES,Callimico_goeldii,NA,NA,NA,NA,1.069084774,0.871208163,0.640840524,0.930769425,0.546565174,0.553377968,0.971057889,0.659531513,0.377904885,0.702424702,0.8608837,0.341007701,0.92768638,0.983804058,1.363448333,1.042214192,1.309338533,0.894107771,-0.479239316,-0.741054071,-0.646173543,-0.923792469,-0.48284067,-0.513405376,0.026542095,-1.098919328,-0.662889274,-0.903974197,-0.805514043,0.506370809,0.540510014,F,558,PanTheria,A,A,A,A,Tree,1,ADW
NMNH582900,Callithrix_geoffroyi_CALLITRICHIDAE_PRIMATES,Callithrix_geoffroyi,NA,NA,NA,NA,0.842436376,0.497234255,0.541359035,0.637822784,0.223399294,0.399021078,0.866385036,0.596488266,0.086428403,0.576316725,0.639999148,0.072786958,0.718265521,0.818209636,1.285853833,0.828499058,1.091981695,1.234323235,-0.533118949,-1.017139083,-0.579425328,-0.999694122,-0.957661577,-0.027091529,-0.016812283,-0.819576727,-1.150803761,-1.076573761,-0.580475706,0.487814818,0.301629248,F,342,PanTheria,A,A,A,A,Tree,1,ADW
UWBM39005,Cebuella_pygmaea_CALLITRICHIDAE_PRIMATES,Cebuella_pygmaea,NA,NA,NA,NA,0.169801292,-0.07670223,0.02343398,-0.043958108,-0.261238816,-0.156775599,0.328339101,-0.011552908,-0.293830778,0.13830705,0.074696488,-0.541409059,0.190786457,0.218932557,0.511501975,0.169423891,0.361066641,0.708633516,-0.427530354,-0.836317507,-0.739813631,-1.093159592,-0.792530245,0.626375888,-0.218114776,-0.499614686,-0.920856883,-0.860266813,-0.534945581,0.285057788,-0.193658261,F,123.94,PanTheria,A,A,A,A,Tree,1,ADW
UWBM35417,Galago_senegalensis_GALAGIDAE_PRIMATES,Galago_senegalensis,NA,NA,NA,NA,0.778174955,0.156255887,0.246741607,0.433150048,0.381931739,0.330565209,0.126885216,0.171590657,-0.24743476,0.222036713,0.12228084,-0.45787991,0.148904974,-0.041698235,0.664656634,-0.630694223,0.543342596,2.360397715,0.136641652,-0.453096757,-0.003148014,-1.045503945,0.051439761,-2.3190156,-0.532819261,-1.358390817,-1.894604985,-1.566946127,-0.306319538,3.526772725,-0.516159197,F,64,UWBM specimen label,A,A,A,A,Tree,1,ADW
UWBM35416,Lemur_catta_LEMURIDAE_PRIMATES,Lemur_catta,NA,NA,NA,NA,1.85650732,1.255261098,1.521397593,1.728925442,1.089959665,1.562691182,1.590257847,1.218654259,0.886803768,1.533022489,1.704679345,0.826361368,1.809562916,1.455292641,1.86868131,1.064968203,1.859529121,0.941952188,0.05207935,-0.857135042,-0.707005321,-1.313438566,0.769226767,-0.738592871,-0.567276126,-0.776773016,-1.752800024,-1.154415487,0.107496376,2.103380277,1.296382569,F,2626.48,PanTheria,Sc,Sc,Sc,Sc,Tree,1,ADW
NMNH588175,Leontopithecus_chrysomelas_CALLITRICHIDAE_PRIMATES,Leontopithecus_chrysomelas,NA,NA,NA,NA,1.002963745,0.78812574,0.719600996,0.894480268,0.546565174,0.801645794,1.140533925,0.597683948,0.525259375,0.916397148,1.108172445,0.387904945,1.200756384,1.552757149,1.789135841,1.172774123,1.509766587,0.348193139,-0.370484487,-0.761221249,-1.008870753,-1.164506274,0.004681978,0.949173288,1.074874743,-0.753908739,-0.726612271,-0.759717805,-0.070194169,0.692238078,0.553283705,F,572.8,PanTheria,A,A,A,A,Tree,1,ADW
NMNH399069,Mico_argentatus_CALLITRICHIDAE_PRIMATES,Mico_argentata,NA,NA,NA,NA,0.795196572,0.46687367,0.26630182,0.596191971,0.208609223,0.181239975,0.781003732,0.400622988,0.154827349,0.528799546,0.632392191,0.30796835,0.698955394,0.760883215,1.117796059,NA,NA,0.848364357,-0.476625817,-0.806591675,-0.776935684,-0.65373351,-0.628274739,-0.044106052,-0.026929047,-1.351244802,-1.105393308,-1.037645482,-1.011277899,NA,0.356776407,F,382.92,PanTheria,A,A,A,A,Tree,1,ADW
UWBM35413,Nycticebus_coucang_LORISIDAE_PRIMATES,Nycticebus_coucang,NA,NA,NA,NA,1.318848308,1.06994592,1.089295815,1.047869227,0.882372506,0.915306183,1.382695863,1.160280471,0.760941707,1.338683144,1.352142469,-0.051855677,1.484870134,0.714894645,1.655545246,0.261008915,1.721114206,3.341118122,0.044928636,-0.751424109,-0.452355755,-1.793878371,0.168190246,0.993357019,-1.428662888,-0.569660447,-0.801971184,-1.489451171,-0.115231698,5.060725653,0.786905363,F,924.55,PanTheria,A,A,A,A,Tree,1,ADW
NMNH397270,Saguinus_oedipus_CALLITRICHIDAE_PRIMATES,Saguinus_oedipus,NA,NA,NA,NA,0.954381162,0.683385779,0.541359035,0.768858832,0.333096056,0.459693167,0.929544446,0.567457014,0.219763846,0.66957836,0.735639946,0.258198316,0.80325223,0.895681073,1.295491528,NA,NA,0.977525713,-0.469324183,-0.916461196,-0.736253911,-0.872854938,-0.870388663,-0.242972094,-2.45E-04,-1.077016038,-0.912529776,-1.044681295,-0.703650555,NA,0.448427991,F,462.04,PanTheria,A,A,A,A,Tree,1,ADW
UWBM59975,Saimiri_sciureus_CEBIDAE_PRIMATES,Saimiri_sciureus,NA,NA,NA,NA,1.178512841,0.726054923,0.751931788,1.022306981,0.449931295,0.701227101,1.248480067,0.708732035,0.425619139,0.825793099,1.047547616,0.231257975,1.175512415,0.923276785,1.365733835,0.911971542,1.165722952,1.125706028,-0.70943833,-1.046941494,-0.997787452,-1.277203505,-0.688833897,0.201509143,-0.696940425,-1.082379414,-1.423878888,-1.014796797,-0.633970599,0.467219959,0.68446228,F,749.47,PanTheria,A,A,A,A,Tree,1,ADW
NMNH397838,Saimiri_sciureus_CEBIDAE_PRIMATES,Saimiri_sciureus,NA,NA,NA,NA,1.290980804,0.778943493,0.810443314,1.108348028,0.574038765,0.647815279,1.316103921,0.689942783,0.372738623,0.906801688,1.169247923,0.343516456,1.299587719,0.955215664,1.391191854,NA,NA,1.097378374,-0.67828476,-1.19299846,-1.118448854,-1.281736032,-0.429279944,0.177929174,-0.81472321,-1.192300439,-1.573929546,-1.156872677,-0.932100067,NA,0.68446228,F,749.47,PanTheria,A,A,A,A,Tree,1,ADW
NMNH397905,Saimiri_sciureus_CEBIDAE_PRIMATES,Saimiri_sciureus,NA,NA,NA,NA,1.243406635,0.824222523,0.716869685,1.04551406,0.57181863,0.631335522,1.298810889,0.73480417,0.390365594,0.915030876,1.093306482,0.231257975,1.207676995,0.975948009,1.364020058,NA,NA,0.924518182,-0.637395549,-1.151884374,-1.030594464,-1.324638866,-0.786082247,0.22196814,-0.672496106,-1.298325497,-1.324778512,-1.196972006,-0.848937181,NA,0.68446228,F,749.47,PanTheria,A,A,A,A,Tree,1,ADW
NMNH297830,Saimiri_sciureus_CEBIDAE_PRIMATES,Saimiri_sciureus,NA,NA,NA,NA,1.234588768,0.76737416,0.669526563,1.068006473,0.559536544,0.680135911,1.296197794,0.75243025,0.447432314,0.751687314,1.068945148,0.262194012,1.176553988,1.040886708,1.492287928,NA,NA,1.140080297,-0.895455791,-1.077210106,-1.000897438,-1.265622647,-0.918435448,0.115477453,-0.50338202,-1.380856444,-1.458981933,-1.075390455,-0.778820111,NA,0.68446228,F,749.47,PanTheria,A,A,A,A,Tree,1,ADW
AMNH229,Aeromys_tephromelas_SCIURIDAE_RODENTIA,Aeromys_tephromelas,NA,NA,NA,NA,1.467551007,0.875494202,0.829369741,1.391041041,0.56680879,0.986632209,1.422988708,0.764575311,0.616493748,0.921847327,1.380391377,-0.065305664,1.4906294,0.679339296,1.158102191,0.7235366,0.978591574,1.297684124,-0.813521632,-1.013092129,-1.157026727,-1.822741846,-0.025242062,-0.174747137,-1.513179195,-1.505980648,-1.763451961,-0.810802438,-0.695240253,0.462217648,0.908835887,F,1187,PanTheria,G,G,G,A,Tree,1,ADW
UWBM72256,Akodon_aliquantulus_CRICETIDAE_RODENTIA,Akodon_azarae,NA,NA,NA,NA,-0.879549565,-0.94490426,-0.474382611,-0.947347166,-0.989743492,-0.621824318,-1.028486804,-1.190657266,-1.423105755,-0.884036312,-0.992180832,-1.137587846,-0.971792892,-0.937528829,-0.805226637,NA,NA,0.352749841,0.04060623,-0.593179588,-0.522387634,-0.478773344,0.534310714,-0.71650406,-0.052291986,1.189908184,-0.440259639,0.205400259,0.320656792,NA,-0.96960497,F,25.27,PanTheria,Sf,Is,Is,B,Ground,0,ADW
NMNH155194,Allactaga_sibirica_DIPODIDAE_RODENTIA,Allactaga_sibirica,NA,NA,NA,NA,0.242376343,0.015334646,0.014019424,0.536844178,-0.012230695,0.442657193,-0.683275203,-0.594370384,-0.649755146,-0.569090161,-0.432583062,-0.431132639,-0.419843307,-0.553920238,-0.572615739,1.785296231,0.895912453,-0.131815423,0.033838446,0.293682764,0.022769213,-0.171269939,1.685662553,-3.813872915,-0.187358879,-0.710285748,-0.851336287,1.505402658,-0.237212654,-1.487084684,-0.31074232,F,97.5,Elton Traits,Sal,T,T,T,Ground,0,ADW
AMNH89389,Anomalurus_derbianus_ANOMALURIDAE_RODENTIA,Anomalurus_derbianus,NA,NA,NA,NA,1.18420114,0.673433966,0.819310346,1.041519851,0.420167237,0.788714427,1.351251454,0.626055345,0.408473097,0.975078805,1.144971659,0.588425183,1.174122461,0.669476749,1.261465244,0.502142055,0.891653262,1.741463357,-0.617222458,-1.190066694,-1.249733482,-0.956475347,-1.1897791,0.71468125,-1.254798385,-0.935183749,-1.58031678,-0.964449135,-0.451114513,0.801210986,0.626728174,F,665.84,PanTheria,G,G,G,A,Tree,1,ADW
FMNH62223,Anomalurus_pelii_ANOMALURIDAE_RODENTIA,Anomalurus_pelii,NA,NA,NA,NA,1.610439807,1.110781211,0.998147166,1.566270076,0.839219377,1.150137889,1.746376168,0.907763218,0.724359082,1.12699455,1.599127358,1.316943578,1.632369666,0.887290559,1.549516845,0.916846338,1.22237841,1.994972414,-0.953615522,-1.258140887,-1.371319039,-0.518010103,-0.988491897,0.466419695,-1.54536523,-1.43938592,-1.511574985,-0.735947472,-0.655736787,0.598460787,1.103798423,F,1769.99,PanTheria,G,G,G,A,Tree,1,ADW
AMNH52101,Anomalurus_beecrofti_ANOMALURIDAE_RODENTIA,Anomalurus_beecrofti,NA,NA,NA,NA,1.211798691,0.568156017,0.61742154,1.001908642,0.329051076,0.63317739,1.365316904,0.457758512,0.291064209,0.816951818,1.175833005,0.360950132,1.261095806,0.508410449,1.225329531,0.287235358,0.808279608,2.303165787,-0.89304622,-1.338656967,-1.469454326,-1.269456702,-0.861814949,0.874376804,-1.563971584,-1.443645453,-1.910642165,-1.230369213,-0.758192245,1.163519094,0.466089889,F,479.07,PanTheria,G,G,G,A,Tree,1,ADW
NMNH261263,Aplodontia_rufa_APLODONTIIDAE_RODENTIA,Aplodontia_rufa,NA,NA,NA,NA,0.60710309,0.925858773,0.935118294,0.529416389,0.729687847,0.769062592,0.704948812,1.035882942,0.769655332,1.048442536,0.71312348,1.072345868,0.668495136,0.695617605,0.479612906,0.206148314,0.397392038,-0.756894465,0.908782404,0.550904361,0.784683457,0.73607171,-0.387327014,0.708118674,-0.057946545,1.179506112,1.371841486,-0.475275228,0.833682731,0.285642234,0.720072729,F,806.21,PanTheria,F,Is,Is,B,Ground,0,ADW
FMNH214361,Apomys_abrae_MURIDAE_RODENTIA,Apomys_abrae,NA,NA,NA,NA,-0.421681827,-0.540364338,-0.628336879,-0.327574832,NA,-0.726748759,-0.571154814,-0.618506652,NA,-0.784135891,-0.447524632,-0.503654247,-0.435622768,-0.441177786,-0.572615739,4.08E-04,-0.341349805,-0.439266448,-0.597458738,NA,-0.262061956,-0.280137973,0.865927488,-0.858254158,-0.015386182,-0.740457213,-0.569799199,0.780166591,-1.2829934,-0.775251561,-0.626954528,F,51,Field Notes,T,T,T,T,Ground,0,Nations et al 2019
FMNH167342,Apomys_abrae_MURIDAE_RODENTIA,Apomys_abrae,NA,NA,NA,NA,-0.393527634,-0.521525033,-0.574943037,-0.240490288,NA,-0.543807307,-0.492036099,-0.550288056,NA,-0.533681007,-0.361260163,-0.358069993,-0.346183228,-0.346513823,-0.385119337,0.039294081,-0.208829733,-0.209301552,-0.265192747,NA,-0.277839659,-0.161976947,0.905070944,-0.742033162,0.017576139,-0.670859575,-0.598119295,1.070853791,-1.057034451,-0.615812386,-0.608184458,F,53,Field Notes,T,T,T,T,Ground,0,Nations et al 2019
FMNH193869,Apomys_abrae_MURIDAE_RODENTIA,Apomys_abrae,NA,NA,NA,NA,-0.430463857,-0.546704978,-0.620572014,-0.294987395,NA,-0.60185804,-0.523576664,-0.649320989,NA,-0.731906974,-0.414269579,-0.448905942,-0.397902495,-0.309528517,-0.365318871,0.042580398,-0.132429226,-0.259076698,-0.582771258,NA,-0.414648877,-0.237790176,0.795349287,-0.73123106,0.222142467,-0.698571826,-0.562512266,0.997394125,-1.083159343,-0.484842295,-0.599063413,F,54,Field Notes,T,T,T,T,Ground,0,Nations et al 2019
FMNH167347,Apomys_abrae_MURIDAE_RODENTIA,Apomys_abrae,NA,NA,NA,NA,-0.419495198,-0.493765964,-0.467492079,-0.270567842,NA,-0.479327575,-0.527292276,-0.550288056,NA,-0.524983488,-0.382917861,-0.366465879,-0.360475495,-0.300439182,-0.433815364,0.106828266,-0.302246423,-0.459032493,-0.181173767,NA,-0.207832501,-0.138270481,1.039519998,-0.741509621,0.200721447,-0.303728211,-0.415656365,1.062364139,-0.856673735,-0.879991264,-0.581317397,F,56,Field Notes,T,T,T,T,Ground,0,Nations et al 2019
FMNH167355,Apomys_abrae_MURIDAE_RODENTIA,Apomys_abrae,NA,NA,NA,NA,-0.424968412,-0.549886878,-0.644008795,-0.304868918,NA,-0.553296826,-0.521352177,-0.612430454,NA,-0.605533305,-0.422511176,-0.379157084,-0.414859171,-0.363020806,-0.425580813,0.115188983,-0.173071592,-0.270927955,-0.35362404,NA,-0.346407968,-0.089146994,0.683791623,-0.734693628,0.099062693,-0.772733162,-0.591374883,0.914819808,-0.959137616,-0.682648965,-0.564194178,F,58,Field Notes,T,T,T,T,Ground,0,Nations et al 2019
