catalog,Taxon_Upham_style,Genus_species,Sex,TotL,Tail,mass_g,Fl,Fdw,Fsw,Tl,Tpw,Tmw,Hl,Hdw,Hpw,Hsw,Ul,Uol,Rl,Mcl,Ppl,Mtl,Pppl,MANUS,HRI,HPI,HEB,OLI,BI,IM,PRTI,FRI,FEB,CI,TRI,PES,log_Mass,pred_data,Mass_grams,Mass_source,Loc_mode_Categorical,Loc_mode_Ordinal,Loc_Ord,Loc_Ord2,Loc_mode_Binary,Loc_bin,Loc_mode_source
UAM121655,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-0.7417816966557533,-0.8419109056065107,-1.0282308667277538,-0.8298634249024733,NA,-0.8593602550530359,-0.6670502297875708,-0.8902600850526478,NA,-0.8588669814555329,-0.7903229428706201,-0.7669281317456103,-0.7571262957091264,-0.9421171181978724,-0.9947798796786359,-0.8775434808961595,-0.9846960407150395,-0.18091650897593586,-0.5858355813427152,NA,-0.6169439554688367,-0.16409643759515735,-0.2997085882612028,0.035849564795327034,-0.7015533120897791,-1.0007639121317273,-0.5552623911460255,0.1354865071252652,-0.6514739990598478,-0.4099799661724086,-0.7662031187035192,F,34.3,Specimen tag,T,T,T,T,Ground,0,ADW
UAM57188,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-0.8478584503930424,-0.9452407507811895,-1.0963289881990606,-0.9474273913176848,NA,-1.09357569600189,-0.8579363573883126,-1.092573686698834,NA,-0.9960649785430522,-0.9163839892156261,-0.8205787781570077,-0.9024652728861282,-1.0159676665536443,-0.9142507757263485,-0.9354441843919297,-1.0008269020885325,0.27527984177565995,-0.5165483116991767,NA,-0.6518606429549193,-0.03037482749712315,-0.010790726193551668,-0.2211552647686326,-0.5068856375569819,-0.919187213696016,-0.5588989684958783,0.13032608591424819,-0.971547567368436,-0.33303134005624807,-0.7564493594435066,F,35,Specimen tag,T,T,T,T,Ground,0,ADW
UAM34232,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-0.8785155305190764,-0.9363091053608692,-1.2057785171381372,-1.0017679211048638,NA,-0.9505240634453764,-0.797219835753096,-0.9583570660296463,NA,-0.9444011178813025,-0.9319741563778735,-0.8513239705563561,-0.93277779017494,-0.9270726794309905,-1.060047985463171,-0.9641365768750244,-0.9634618030488628,-0.39645819714099917,-0.5240725869317497,NA,-0.5105600059220387,-0.06281728028789506,-0.4986244031362516,0.1263262321401051,-0.3419283259294471,-1.1150647406359495,-0.4224767417864469,0.03355930139890341,-0.5157405060875999,-0.20299984604393473,-0.7154764010943314,F,38.1,Specimen tag,T,T,T,T,Ground,0,ADW
UAM57109,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-0.8347103042345875,-0.9862106714235395,-1.2708794652248945,-0.925536783809236,NA,-0.9106325841853146,-0.8076263433823977,-1.0744538496967972,NA,-1.049975787253876,-0.8865487268636119,-0.7964727650338161,-0.8637024495489768,-1.0320450308424978,-1.171269586881217,-0.9574665804674796,-1.0116806926128357,-0.4025357867202885,-0.6944106454859751,NA,-0.7056710628116961,-0.039330527007576235,-0.0856005411114911,-0.10098251013422245,-0.636366838750824,-1.3572945106541705,-0.7424128342403946,0.16553971885000385,-0.5780164729517504,-0.31249346310959947,-0.6956157226598653,F,39.7,Specimen tag,T,T,T,T,Ground,0,ADW
UAM34079,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-0.9436725962855244,-0.858572022192201,-0.8821300281681648,-0.9907389945270687,NA,-0.9641108409548931,-0.8608968427402708,-0.9218603645023249,NA,-1.0093244979500389,-0.9601175642441111,-0.6493971873683584,-1.014318980191392,-0.8613785158463915,-0.9202831102358892,-0.8319571802355535,-0.8228887211516263,-0.20618289262017198,-0.5359638294001986,NA,-0.31646606905110947,0.4435069130477294,-0.5722044182274231,0.01136876853918433,-0.006703258771661625,-0.05133836722008412,0.11146394243788461,0.428136333834398,-0.5746917424634717,-0.1774469799125672,-0.6919811158143777,F,40,Specimen tag,T,T,T,T,Ground,0,ADW
UAM80965,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-0.8486358800607653,-0.8092161172146595,-0.8920313379503308,-0.9531295466036231,NA,-0.8593602550530359,-0.8142906638204435,-0.9059638800739043,NA,-0.8011936410351908,-0.9224266142541477,-0.6547697946751478,-0.9540673691809959,-0.8578211471677156,-0.982084489812619,-0.8691517875443276,-0.8765111404779049,-0.380529657616468,-0.21157629794477348,NA,-0.375306008894938,0.34561735925685355,-0.5155700467615,-0.10856427091111259,-0.12923552671241678,-0.35954158866848934,-0.05527829502823987,0.10751690422714341,-0.382103795945297,-0.2133928988934892,-0.6570650864186139,F,43,Specimen tag,T,T,T,T,Ground,0,ADW
UAM120645,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-0.842428963888682,-0.9274384272785606,-0.995491728701355,-0.9660403092568768,NA,-0.834495870859968,-0.7664729758303184,-0.8747443639558962,NA,-0.9070187909110327,-0.8967078603237901,-0.8389424835918815,-0.8768444151364971,-0.9765945903716068,-1.0734758126461756,-0.9464151364644101,-1.0281142031220074,-0.2969088696251254,-0.5071300434606036,NA,-0.40473061177517106,-0.10570989943457983,-0.37879640411914917,0.1141337552863359,-0.5483800043492792,-0.6691645202302606,-0.5148061412355847,0.015487248497159241,-0.28389023714854494,-0.36534021178833154,-0.6559436116693889,F,43.1,Specimen tag,T,T,T,T,Ground,0,ADW
UAM121639,Microtus_oeconomus_CRICETIDAE_RODENTIA,Microtus_oeconomus,NA,NA,NA,NA,-1.0351632079142168,-0.9011840132643506,-0.805557234436597,-1.0954467500376193,NA,-1.0343655643696188,-0.9122442009421597,-0.909919752541883,NA,-0.88270912484428,-1.0246159744659773,-0.676474703220071,-1.0714094929388434,-0.9011427368733212,-1.1076213588922572,-0.9008646443657097,-0.8814850059393882,-0.5841883279080167,-0.1938983006577897,NA,-0.1870661839085173,0.5274276398670136,-0.5881873654320946,0.22862496367909824,0.026907600405757022,0.50605264813324,0.29750249452482586,0.40726663525896756,-0.5290869082463068,-0.16055836977055368,-0.6120716283583841,F,47.2,Specimen tag,T,T,T,T,Ground,0,ADW
LSUMZ18575,Microtus_pinetorum_CRICETIDAE_RODENTIA,Microtus_pinetorum,NA,NA,NA,NA,-1.0209489768265618,-1.0526254518079092,-0.963567758237283,-1.2678650396878655,NA,-1.09357569600189,-0.902021031804754,-0.8902600850526478,NA,-0.9444011178813025,-1.0227586518544576,-0.5916563783591607,-1.1044145254536135,-0.9383402201767564,-1.066745759777135,-1.1691003186095852,-1.1849860933502727,-0.3835212207450065,-0.3396435491329082,NA,-0.16565735468244105,0.7385783855911319,-0.801588983047498,0.7406151841125499,-0.04458094913819553,-0.07653995649853171,-0.34621892987754693,-0.45778031793536905,-0.29920482602213283,-0.24932212601512158,-0.8999608083800543,F,26,Pantheria,T,T,T,T,Ground,0,ADW
LSUMZ18579,Microtus_pinetorum_CRICETIDAE_RODENTIA,Microtus_pinetorum,NA,NA,NA,NA,-0.9587774475890379,-0.9497296992623886,-1.2314236369035794,-1.1539852125611738,NA,-1.0343655643696188,-0.820029231352871,-0.8786059084740221,NA,-0.9699639461357328,-0.9761955440424218,-0.6071626656240653,-1.046005808179806,-0.9085004779235305,-0.982084489812619,-1.0943921951721058,-1.2540661170008938,-0.24125231362774704,-0.5325803443240678,NA,-0.308092375587762,0.5848997921645868,-0.9329697901231804,0.6002704189613396,-0.14458982601850137,-0.9927487055997672,-0.18661688391088005,-0.257895436995505,-0.39902110818616165,-0.5201324664766034,-0.8999608083800543,F,26,Pantheria,T,T,T,T,Ground,0,ADW
LSUMZ18576,Microtus_pinetorum_CRICETIDAE_RODENTIA,Microtus_pinetorum,NA,NA,NA,NA,-0.9938283582277112,-0.9274384272785606,-0.9324193460620797,-1.183729077669223,NA,-1.0785066900712823,-0.8628741113129493,-0.9298823543846986,NA,-0.8011936410351908,-0.9833998607907541,-0.6228475320990852,-1.047150692948228,-0.9765945903716068,-1.0205222356449868,-1.1513340883486598,-1.2035042456903224,-0.15334248843047465,-0.11641009102174121,NA,-0.32908368997582776,0.5628736782237985,-0.7233277890979781,0.6452442250559888,-0.25481591824096483,-0.05953779175235573,0.029946020577179325,-0.21888567416592247,-0.4502830392626279,-0.3202210919246277,-0.8999608083800543,F,26,Pantheria,T,T,T,T,Ground,0,ADW
UWBM35273,Mus_musculus_MURIDAE_RODENTIA,Mus_musculus,NA,NA,NA,NA,-1.1932267252220632,-1.2635405358932923,-0.8148824627779747,-1.3227586285990254,-1.182892595006785,-1.005785506417759,-1.2523710471675316,-1.508571399965253,-1.3268200687300014,-1.165384941487539,-1.4352396208312552,-1.270352826023753,-1.3287899354965638,-1.1997641606522271,-1.2228605876886396,NA,NA,-0.072037037855953015,-0.13077001454038617,-0.10646841227987573,-0.7187987876769195,0.0643599122991002,-0.07764004970421928,-0.770281822133415,0.011957629521960542,1.047123229543074,-0.5071533054386523,0.14860043756714192,0.09350869954120047,NA,-1.043829486087953,F,19.3,PanTheria,T,T,T,T,Ground,0,ADW
UWBM81975,Myocastor_coypus_MYOCASTORIDAE_RODENTIA,Myocastor_coypus,NA,NA,NA,NA,1.1678746689936141,1.6515352629619169,1.4964977936525972,1.317632525994217,1.4025502284284468,1.4273740851131536,1.1319098366666116,1.2256905587941151,1.162906395377753,1.20756357887527,1.392005394740664,1.7692783479467196,1.293629446034891,1.3387444300311797,1.1875051293139085,NA,NA,-0.6521559863344484,0.29820297921208333,0.5099289564509516,0.21753968150316252,0.8906185422923785,0.5941440340761447,0.08420075166170375,0.2904441953443943,1.3170520754359627,2.403543003509459,0.37894250659555384,0.8189637964820828,NA,1.7553764253924298,F,6361.55,PanTheria,Saq,Is,Is,B,Ground,0,ADW
UAM121657,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-1.2124434197020348,-1.1277648342867517,-1.311588066723803,-1.2838524307332069,NA,-1.2902762616343952,-1.1568238417846477,-1.1725420903733004,NA,-1.1063379131186644,-1.217337922913049,-1.0811073032805767,-1.223794144144975,-0.9345738869191461,-1.014042023239532,-0.9933861378722509,-1.0447348164419599,-0.2545006438951407,-0.1920017485277438,NA,-0.24700772479518399,0.024936207511150322,-0.05231280145245459,0.017396260917013455,0.4773833292571171,-0.5702996657119137,0.0714633475418712,0.4379162788654241,-0.7725038779006941,-0.30903849884973045,-1.1496894925051455,F,15.5,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM120343,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-1.0898430929508498,-1.0722416626457114,-0.984761848134126,-1.11603156253486,NA,-1.1717887650463508,-0.9828113416564962,-1.1580665517705473,NA,-1.0638279229468643,-1.1029251644678315,-0.9280740883926717,-1.1044145254536135,-0.7987410238620649,-0.932426519515068,-0.9376319916912534,-0.9321785752202826,-0.4106109057417214,-0.4281897267116499,NA,-0.5517068209929797,0.11840849523660822,-0.3818963515859718,0.008473645597245383,0.4536639480515573,0.06671255564220561,-0.1719605625571958,0.603149860648304,-0.8259654572608603,-0.1915608203534674,-1.1145562000760352,F,16.67,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM120348,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-1.1227952062490194,-1.0771923326068287,-1.4119240700598217,-1.1442019870683715,NA,-1.2902762616343952,-1.0641428149408574,-1.1580665517705473,NA,-1.1805968286156687,-1.1346895290231709,-1.05919872063115,-1.139428706177977,-0.8262208197254618,-0.9446764512884337,-0.9051439229846532,-0.9270292644113558,-0.36846079994346365,-0.5077115962246678,NA,-0.4002526627327369,-0.0920257476931116,-0.12063356303917007,-0.1316048412329711,0.5429573934650026,-1.0523173331683018,-0.06925161648340766,0.6435622518661348,-1.0408587133286262,-0.24501149490506033,-1.0748215999621398,F,18.1,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM120336,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-1.0147770850834277,-1.0821619344302955,-1.0618278956687632,-1.087605144692812,NA,-1.1880396862311629,-0.9860589765536191,-1.0880199131995967,NA,-0.9699639461357328,-1.0931420403186118,-1.073765214415534,-1.0690811525235784,-0.8974788890026627,-0.9508419503431259,-1.0301832058107812,-0.9740403138367518,-0.18738098505882608,-0.2347019778497683,NA,-0.40995797511624993,-0.19890252966693273,-0.18154442894364706,-0.2418719952625731,0.13404412951477307,-0.39401500341894197,-0.47418706511893705,0.33637265062875477,-0.9189250554051521,-0.0919792425884034,-1.0642682909817893,F,18.5,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM120650,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-1.142960285084269,-1.175026380562563,-1.1198564968386444,-1.220913860509941,NA,-1.3263129230216335,-1.0561281077737765,-1.2069609290226841,NA,-1.0362767169659473,-1.182663694109988,-1.1567908946832786,-1.1554100753759933,-0.972719873275632,-0.9446764512884337,-0.9956598063202158,-1.1666999072693547,0.05030106018219609,-0.23882843901818757,NA,-0.5109927655702522,-0.19427138338048994,-0.24844581628487078,0.022659698167194403,0.13573904729054284,-0.20217702523089,-0.3635380967518997,0.37252165840740775,-0.9781767252644472,-0.5352548859379527,-1.043829486087953,F,19.3,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM115727,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-1.1010504281554312,-1.0771923326068287,-1.3394633655409083,-1.179562058678904,NA,-1.204505857657688,-1.0046112370396179,-1.2526013630922008,NA,-1.1063379131186644,-1.1246870197954697,-1.1803411215567146,-1.1200036228140322,-0.9345738869191461,-1.007591742637778,-0.9508259889889314,-1.0281142031220074,-0.23710625343615255,-0.47101490702446636,NA,-0.6864901483974052,-0.3426232985004041,-0.3446565908871868,0.10177039043812566,0.12353507527246363,-0.9248224702121858,-0.14971739492488964,0.34981709168701863,-0.7769329979790979,-0.35708271370225564,-0.9386050004131794,F,24,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM57447,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-1.0982398446724668,-1.0429272777454037,-1.2057785171381372,-1.1531674687074995,NA,-1.2902762616343952,-1.0346106633157917,-1.1342943760570154,NA,-1.0362767169659473,-1.1417332271938272,-1.0164113006589386,-1.146782329038516,-0.8901809672794679,-0.8844738849466086,-0.907288129838938,-0.9373461137160902,-0.022920191460064177,-0.27946481243797305,NA,-0.4093550938145561,0.009368137426922968,-0.32054817115743,-0.11130010919781311,0.32278484716820544,-0.578230969452199,-0.028129800291929505,0.46400264997782226,-1.0243808006977648,-0.26153543105866506,-0.9386050004131794,F,24,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM120767,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.9115148776000781,-1.0722416626457114,-1.3679581658776212,-0.9907389945270687,NA,-1.1880396862311629,-0.8898545153366255,-1.092573686698834,NA,-1.1355099236796455,-1.0070682333739718,-1.164595811092508,-0.9724184920284912,-0.9421171181978724,-1.014042023239532,-0.9245525602154699,-1.022615785696304,-0.233392844237042,-0.7114840337488616,NA,-0.5959034429268021,-0.512802915527999,-0.20387768602979592,-0.2802764884609078,-0.22107817352260867,-1.4090282793377487,-0.7823316960792497,0.2567098826792749,-1.0984608514750995,-0.3954412191391771,-0.8817399794706837,F,27,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM51630,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.9774718421894382,-1.0722416626457114,-1.1806362754045423,-1.0604822269975118,NA,-1.09357569600189,-0.930843221380862,-1.0389571846735335,NA,-1.1063379131186644,-1.0292698821610007,-0.9084772871867143,-1.010965618096154,-0.8974788890026627,-0.982084489812619,-0.8965974883653237,-0.9900532140691588,-0.2719895690848853,-0.5953317945086095,NA,-0.4177321945273061,0.01066868738200333,-0.18055779352714055,-0.08668924240229459,-0.011675247671817034,-0.8194868086794153,-0.5659327985944553,0.269557585639805,-0.7507673152801468,-0.38498345349252433,-0.879955154286551,F,27.1,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM120367,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.9033914395523187,-1.1174916638460544,-1.2185369631528482,-1.003244675185084,NA,-1.1717887650463508,-0.9318840493274821,-1.1342943760570154,NA,-1.0920053460122967,-1.0814901207099386,-1.1108779790171783,-1.0437188103889012,-0.9048165816127668,-1.1145518111686146,-0.909435393297043,-1.0391735598088296,-0.5918377572227419,-0.5678572448127999,NA,-0.5984919617058616,-0.2904795777339962,-0.34472809475609323,-0.5765672160796785,0.010376648647004848,-1.0891622285816112,-0.9550086491027625,0.154665286297915,-1.0407233480952855,-0.4543625443832671,-0.824477760099817,F,30.4,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM57217,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.8186436023752119,-1.023745390107751,-1.2185369631528482,-0.9060391798099555,NA,-1.0343655643696188,-0.7202906789582485,-0.9707547417544616,NA,-0.8125156671832805,-0.849083262958776,-0.7669281317456103,-0.8338321620638098,-1.0239823524894185,-1.1145518111686146,-0.8442536163640467,-0.8518928825181519,-0.2753739124459282,-0.4082935219400974,NA,-0.6702599552648971,-0.05201849541402877,-0.4064958296991269,0.14285794148441616,-0.7409435497907353,-1.2755069886322312,-0.916508456361249,0.17433886612019567,-0.9163455895105145,-0.2124000069027742,-0.7848572387906855,F,33,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM33742,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.8065295945924152,-1.033300942668704,-1.1438237973691,-0.8936393240161995,NA,-1.005785506417759,-0.7831571519946791,-1.0389571846735335,NA,-0.9699639461357328,-0.9592296312602342,-0.9280740883926717,-0.92435073292102,-0.8793077189982903,-0.9508419503431259,-0.8566512588661312,-0.8567834334931291,-0.23864516733734986,-0.593909282654289,NA,-0.6843591497693583,-0.164053729874668,-0.5303041498576014,-0.40149958026407445,-0.25485935350130084,-1.1304752123717048,-0.9842637628167957,0.17006794417973026,-0.8746104654632689,-0.19787588439396972,-0.7704443875235923,F,34,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM33738,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.8801066455700419,-1.0871506134668358,-1.3394633655409083,-0.9710917417456836,NA,-1.1880396862311629,-0.8688233464578891,-1.1063318396417778,NA,-0.9829457741434826,-1.0144304790996845,-1.1108779790171783,-0.9338347054226305,-0.8366720747465226,-0.9884177581165552,-0.8944684349214328,-0.9529593973140085,-0.45329367771215423,-0.4733960462166764,NA,-0.6578378903100819,-0.4070746008900151,-0.11702490991334952,-0.37916102486797554,-0.029002640012493617,-1.4119897375585635,-0.9297943076650146,0.1858807530223034,-1.1334640826000577,-0.31707438287305634,-0.7662031187035192,F,34.3,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM66326,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.8572173372518205,-1.0477673179515004,-1.2978744253563599,-0.954558525435649,NA,-1.1242730030058032,-0.854982347765954,-1.1155857877489228,NA,-1.1063379131186644,-0.9897336053065554,-1.0447863725303805,-0.9551402922340323,-1.0119781428596293,-0.9570347909464573,-0.890219334612182,-0.9373461137160902,0.13363099173116968,-0.716286744568785,NA,-0.6980749821279162,-0.3301968018749245,-0.30410653678066035,-0.3776701397950044,-0.44565986784433914,-1.36940929311447,-0.8739165659760812,0.14515955124920837,-1.0262633704261532,-0.29443246348775437,-0.7564493594435066,F,35,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
UAM33749,Myodes_rutilus_CRICETIDAE_RODENTIA,Myodes_rutilus,NA,NA,NA,NA,-0.7693602697409345,-1.05750181510235,-1.1198564968386444,-0.8503738947747052,NA,-0.9505240634453764,-0.791577177708775,-1.1109505512241187,NA,-0.9571166472634532,-0.8631215524770192,-1.0094089500867964,-0.8191299046677548,-0.8296955655549315,-0.9632552166769017,-0.8691517875443276,-0.9218980531505159,-0.40731957816015757,-0.5568268996232724,NA,-0.7954232173335987,-0.4822461115719876,0.0631353035585731,-0.3671545592402462,-0.24366752320157892,-1.1571643603140718,-1.1699435806079455,0.18170959975745063,-0.8304998521056209,-0.3042425160439021,-0.6812386405843023,F,40.9,Specimen tag,T,T,T,T,Ground,0,nations & Olson 2015
NMNH529352,Neotoma_bryanti_CRICETIDAE_RODENTIA,Neotoma_bryanti,NA,NA,NA,NA,0.0994263313177612,0.17366690827560735,0.3543697848767249,-0.04755176782795875,0.09705262470040651,0.16126451516495727,0.1260746956168141,0.007744822402221046,-0.17099577560587176,0.023856750768146414,0.05782638189481413,0.09271073360880423,0.08577345759451736,-0.2214305327032099,-0.2661997667325094,-0.2063091117306861,-0.038441607768625596,-0.23235712709373138,-0.29044336066374815,-0.37561553970064127,-0.3517953837778279,-0.0636614767061647,-0.2436448861784028,0.17548171912814875,-0.8533089122693442,0.8073201509745738,0.21830048278636008,-0.500036997572514,0.4011920468105868,0.2123055456908545,0.03951422519833286,F,182,PanTheria,T,T,T,T,Ground,0,ADW
NMNH449233,Nesomys_rufus_NESOMYIDAE_RODENTIA,Nesomys_rufus,NA,NA,NA,NA,0.09441423405418765,0.06917378109768593,0.2966892990526316,0.15987786860914854,-0.012003035815768693,0.24666651559239616,-0.0505236292344172,-0.36236199672971975,-0.3087916498146319,-0.19064431970704507,-0.00809738723858814,-0.0688709209774472,0.03706715743454193,0.1447182248027675,-0.09207954590384461,0.5160742460819892,0.44513942795594513,-0.7498266198225342,-0.39466488281454687,-0.322623858191538,-0.7306200417044276,-0.25706919453897825,0.5016760268211861,-0.9865815654472707,0.27023545274559,0.6070522497849143,-0.17405363143164998,0.48153011306809557,0.11464368908740862,-0.2554473174636691,-0.010881905273762153,F,163.96,PanTheria,T,T,T,T,Ground,0,???
UWBM75241,Niviventer_confucianus_MURIDAE_RODENTIA,Niviventer_confucianus,NA,NA,NA,NA,-0.236682278742847,-0.46701961036923473,-0.018265659219120996,-0.36655090829128845,-0.47665545022880423,-0.23947408869325534,-0.3011970792007691,-0.4819522469571126,-0.5760812298609154,-0.2761784561328148,-0.47150309617870334,-0.4363904511906958,-0.4510936589752836,-0.1356395294454392,-0.4695354687497883,NA,NA,-0.9461424102011643,-0.09593800382658942,-0.38629766120360104,-0.5094941078228139,-0.11204721947082598,-0.6902155004275576,-0.6758769963921316,0.48846703498846855,0.6072713232717584,-0.930810261272319,-0.2819035524004915,-0.01940579096153489,NA,-0.45758053377541885,F,65,Elton Traits,Sc,Sc,Sc,Sc,Tree,1,???
NMNH397332,Octodon_degus_OCTODONTIDAE_RODENTIA,Octodon_degus,NA,NA,NA,NA,-0.04077064964696759,0.06093572312611479,0.49321908705557005,-0.15432317510001473,-0.0327407290550898,0.2518142569763226,-0.04727469215684939,-0.17644894224192842,-0.09277007829068325,0.018049933375966918,-0.074345884033614,-0.02749191491517315,-0.09812766997170881,-0.039422659727051015,-0.29294581785213863,-0.24037445003173144,-0.23577354773875386,-0.7728334860207523,0.04120904746787588,0.1321673989793293,-0.38800694499325206,-0.051619475999440265,-0.25423613339833184,0.004792693792898789,-0.05354473423486664,1.9791223785901513,0.31095360129903366,-0.2946487434207004,1.0492626061241963,-0.14894757730402278,0.09287677452571284,F,203.27,PanTheria,Sf,Is,Is,B,Ground,0,ADW
NMNH397002,Octodontomys_gliroides_OCTODONTIDAE_RODENTIA,Octodontomys_gliroides,NA,NA,NA,NA,0.06512854687431374,0.016807740342234326,0.4520750251193753,0.03381686243987502,-0.08915013908778717,0.262046230521624,0.0632732665542868,-0.2199047324448007,-0.019109096627988063,0.20165264209750894,0.04030726382870219,0.06443385244330067,0.012342492841109071,0.0754760663808654,-0.2852516757024944,0.05637416957222037,-0.10422364024185922,-1.0213224797494505,0.23643482270528526,0.06404700825513657,-0.6717726840279543,-0.08705107693111987,-0.2827679800388603,-0.1759696346245205,-0.034948540469641735,1.3373695949966224,-0.2645978894368599,0.0311937761818501,0.5109301249195085,-0.45634111124813687,-0.03562123812925212,F,155.77,PanTheria,T,T,T,T,Ground,0,Wiki
NMNH564217,Ondatra_zibethicus_CRICETIDAE_RODENTIA,Ondatra_zibethicus,NA,NA,NA,NA,-0.22831313295804315,0.7464965108629754,0.4023430700880796,-0.005555187043182081,0.50162216034324425,0.2100228337986107,-0.02156080095073862,0.4344295250230404,0.3330529103964119,0.2066617529390474,0.08285315033353349,0.387887522637585,0.0025489412377209873,0.20735571678709402,0.19663196447353296,0.4882958299040952,0.7470016572972739,-0.18300886684121098,0.4470510203457918,1.22988412551184,1.10177300652645,0.5463067798026257,0.1384929628512267,0.6071332479482859,0.4573367822116933,2.4120343866769107,5.436213198612519,1.4788367844589494,0.4464559384127704,0.4835819981623003,0.8578611302294805,F,991.31,PanTheria,Saq,Is,Is,B,Ground,0,ADW
UMMZ63549,Ototylomys_phyllotis_CRICETIDAE_RODENTIA,Ototylomys_phyllotis,NA,NA,NA,NA,-0.24014356115966962,-0.21160644467079212,0.16421408587661862,-0.45259890393878077,-0.35471295143036036,0.1389647644639056,-0.3136560215042664,-0.407268230993546,-0.4876553325647353,-0.023377657297449114,-0.46458182430490486,-0.7905123433275639,-0.42059177849362384,-0.49556904604831015,-0.3723128143921733,-0.7738996992741939,-0.3419896977102453,0.2820601908276959,0.548709694336512,-0.1873878204916401,-0.3378362995997721,-0.7446948637093515,-0.47411632207033416,-0.46176247155916944,-0.4634280566487938,1.3484284509412683,-0.013025785557002444,-0.6365948549888765,1.6118730623835542,0.8366091517358369,-0.3171689007040441,F,86.94,PanTheria,A,A,A,A,Tree,1,ADW
NMNH295211,Paraxerus_cepapi_SCIURIDAE_RODENTIA,Paraxerus_cepapi,NA,NA,NA,NA,0.13024252721438595,0.12934884976590108,0.16421408587661862,0.01982251131875612,0.01755017239932239,0.09895099138957866,0.10353029457230578,0.04997380385057662,-0.19737816416660534,0.04111577539513476,-0.074345884033614,-0.03089255135389447,-0.07891462469237459,0.17969326294855942,0.4852377551482652,NA,NA,0.7936653609058492,-0.21212615609202884,-0.38576731914984214,-0.21842312539746633,-0.058550443230851124,-0.9415574175093454,-0.5171618343649454,0.30152140581166575,0.027966103646364794,-0.07602084419487212,-0.35464651039888284,0.022301134959783184,NA,0.1372763844928277,F,222.85,PanTheria,Sc,Sc,Sc,Sc,Tree,1,Wiki
